4,4457.6,0.911871592203776,1.688520113627116,2.0769834518432617,10.934193929036459
[0.0004398822784423828, 0.0005085468292236328, 0.0005571842193603516, 0.0006356239318847656, 0.0007259845733642578, 0.0008096694946289062, 0.0008838176727294922, 0.0009279251098632812, 0.0009815692901611328, 0.0010194778442382812, 0.001073598861694336, 0.0011343955993652344, 0.0012018680572509766, 0.0012590885162353516, 0.001340627670288086, 0.0014913082122802734, 0.001627206802368164, 0.0017690658569335938, 0.0019953250885009766, 0.0024776458740234375]
