2,459.1,2.449154853820801,17.88806915283203,30.283868312835693,42.716145515441895
[0.001100301742553711, 0.0014197826385498047, 0.0015475749969482422, 0.001767873764038086, 0.001971006393432617, 0.0021550655364990234, 0.002329111099243164, 0.002476930618286133, 0.002753734588623047, 0.0029654502868652344, 0.0032548904418945312, 0.003530740737915039, 0.003958940505981445, 0.004229307174682617, 0.004746913909912109, 0.005588054656982422, 0.006565570831298828, 0.009047985076904297, 0.013275146484375, 0.04918265342712402]
