16,90.1,179.747912618849,386.67870892418756,454.0180497699314,29.409514533148872
[0.004734992980957031, 0.019273042678833008, 0.045458078384399414, 0.07625484466552734, 0.08989930152893066, 0.10042452812194824, 0.11117982864379883, 0.12441301345825195, 0.15982890129089355, 0.1788196563720703, 0.19138169288635254, 0.20386242866516113, 0.21603989601135254, 0.2371809482574463, 0.2793276309967041, 0.2976257801055908, 0.31346654891967773, 0.3455221652984619, 0.39104175567626953, 0.4579782485961914]
