4,1682.3,2.6667912801106772,3.1507412592569985,3.301699956258138,3.7348270416259766
[0.002015352249145508, 0.0025992393493652344, 0.002707242965698242, 0.0027740001678466797, 0.0028371810913085938, 0.002895355224609375, 0.002959728240966797, 0.0030236244201660156, 0.003089427947998047, 0.0031304359436035156, 0.003187894821166992, 0.0032253265380859375, 0.0032753944396972656, 0.003318309783935547, 0.003388643264770508, 0.003464937210083008, 0.003552675247192383, 0.003654956817626953, 0.0037927627563476562, 0.0039708614349365234]
