2,64.7,39.25454616546631,66.00910425186157,74.53560829162598,123.1735348701477
[0.004277706146240234, 0.011276006698608398, 0.013125896453857422, 0.01665329933166504, 0.018571853637695312, 0.020969152450561523, 0.023456811904907227, 0.02606678009033203, 0.03141307830810547, 0.034137725830078125, 0.04770994186401367, 0.06221175193786621, 0.06939530372619629, 0.07159638404846191, 0.07485175132751465, 0.07757878303527832, 0.0802772045135498, 0.08356857299804688, 0.08874154090881348, 0.10048055648803711]
