2,66.0,41.30595922470093,67.03329086303711,72.62212038040161,113.5590672492981
[0.004792451858520508, 0.010582208633422852, 0.012816190719604492, 0.01566338539123535, 0.017325162887573242, 0.021472692489624023, 0.024298906326293945, 0.0265352725982666, 0.030073881149291992, 0.03704071044921875, 0.061464548110961914, 0.0664980411529541, 0.06902170181274414, 0.072265625, 0.07575511932373047, 0.07871580123901367, 0.08185601234436035, 0.08501887321472168, 0.0894160270690918, 0.09742307662963867]
