engine,parallel_requests,QPS,P50_latency(ms),P90_latency(ms),P95_latency(ms),P99_latency(ms),clustersize,query,rfshards,GROUP,fcts,
solr,4,4457.6,0.911871592203776,1.688520113627116,2.0769834518432617,10.934193929036459,2,roundrobin,2_1,shard1,0.0004398822784423828--0.0005085468292236328--0.0005571842193603516--0.0006356239318847656--0.0007259845733642578--0.0008096694946289062--0.0008838176727294922--0.0009279251098632812--0.0009815692901611328--0.0010194778442382812--0.001073598861694336--0.0011343955993652344--0.0012018680572509766--0.0012590885162353516--0.001340627670288086--0.0014913082122802734--0.001627206802368164--0.0017690658569335938--0.0019953250885009766--0.0024776458740234375
engine,parallel_requests,QPS,P50_latency(ms),P90_latency(ms),P95_latency(ms),P99_latency(ms),clustersize,query,rfshards,GROUP,fcts,
solr,4,1682.3,2.6667912801106772,3.1507412592569985,3.301699956258138,3.7348270416259766,2,roundrobin,2_2,shard2,0.002015352249145508--0.0025992393493652344--0.002707242965698242--0.0027740001678466797--0.0028371810913085938--0.002895355224609375--0.002959728240966797--0.0030236244201660156--0.003089427947998047--0.0031304359436035156--0.003187894821166992--0.0032253265380859375--0.0032753944396972656--0.003318309783935547--0.003388643264770508--0.003464937210083008--0.003552675247192383--0.003654956817626953--0.0037927627563476562--0.0039708614349365234
engine,parallel_requests,QPS,P50_latency(ms),P90_latency(ms),P95_latency(ms),P99_latency(ms),clustersize,query,rfshards,GROUP,fcts,
solr,4,1654.3,2.7256409327189126,3.1023422876993814,3.3044815063476562,4.181504249572754,2,roundrobin,2_4,shard4,0.00254058837890625--0.0027647018432617188--0.0028536319732666016--0.0029251575469970703--0.0029926300048828125--0.0030562877655029297--0.003094911575317383--0.003131866455078125--0.0031774044036865234--0.003217458724975586--0.0032613277435302734--0.0033054351806640625--0.0033338069915771484--0.0033721923828125--0.0034165382385253906--0.0034639835357666016--0.003528594970703125--0.003632783889770508--0.0037386417388916016--0.004045009613037109
