4,167.4,27.964234352111816,51.95943514506022,65.19885857899983,87.36781279246013
[0.004057407379150391, 0.0061779022216796875, 0.007803440093994141, 0.009708642959594727, 0.013344049453735352, 0.017067432403564453, 0.01963329315185547, 0.02201104164123535, 0.02570652961730957, 0.02883315086364746, 0.03150200843811035, 0.03370308876037598, 0.03603005409240723, 0.03898000717163086, 0.04243326187133789, 0.04598355293273926, 0.05109238624572754, 0.05463361740112305, 0.06065869331359863, 0.07601428031921387]
