parallel_requests,QPS,P50_latency(ms),P90_latency(ms),P95_latency(ms),P99_latency(ms),clustersize,query,rfshards,GROUP,fcts
112,29702.3,3.06005645216557,6.9613644951268245,10.511818685029683,36.77996417932343,2,solrj,rf2_s1__,11,0.0006997585296630859--0.00141143798828125--0.0017313957214355469--0.0019447803497314453--0.002127408981323242--0.002300739288330078--0.0024688243865966797--0.0026187896728515625--0.0027654170989990234--0.0029103755950927734--0.0030655860900878906--0.0032117366790771484--0.0033783912658691406--0.003578662872314453--0.003820657730102539--0.004135608673095703--0.0046176910400390625--0.0054035186767578125--0.006815195083618164--0.009610652923583984
128,30999.7,3.3614305349496694,7.874824450566218,11.484184631934532,38.74104206378643,2,solrj,rf2_s1__,11,0.0005865097045898438--0.0015950202941894531--0.0019576549530029297--0.002206087112426758--0.0024170875549316406--0.002593517303466797--0.002751588821411133--0.0029137134552001953--0.003059864044189453--0.0032143592834472656--0.003372669219970703--0.0035414695739746094--0.0037271976470947266--0.003931760787963867--0.004181623458862305--0.0045354366302490234--0.0050928592681884766--0.006031513214111328--0.007569789886474609--0.01083230972290039
16,10852.8,1.5374422073364258,2.168522940741645,2.3462242550320096,12.545320722791883,2,solrj,rf2_s1__,11,0.0006148815155029297--0.0008168220520019531--0.0008985996246337891--0.0009846687316894531--0.001065969467163086--0.0011496543884277344--0.0012302398681640625--0.0013325214385986328--0.0014388561248779297--0.0015287399291992188--0.0016071796417236328--0.0016880035400390625--0.001749277114868164--0.0018162727355957031--0.0019001960754394531--0.001973390579223633--0.0020673274993896484--0.0021555423736572266--0.002267599105834961--0.002489805221557617
32,22050.8,1.474436591653263,2.0789328743429745,2.2862097796271827,10.053389212664436,2,solrj,rf2_s1__,11,0.0005445480346679688--0.0007517337799072266--0.0008389949798583984--0.000926971435546875--0.0010006427764892578--0.001081705093383789--0.0011746883392333984--0.001276254653930664--0.001367330551147461--0.0014438629150390625--0.0015141963958740234--0.0015785694122314453--0.0016388893127441406--0.001699209213256836--0.0017540454864501953--0.0018224716186523438--0.001895904541015625--0.001982450485229492--0.0021295547485351562--0.002335071563720703
48,23441.5,1.9615745544433594,3.140716552734375,3.6162281036376953,24.90705966949463,2,solrj,rf2_s1__,11,0.0006182193756103516--0.0009167194366455078--0.0010559558868408203--0.0011892318725585938--0.0013229846954345703--0.0014467239379882812--0.0015692710876464844--0.0016739368438720703--0.0017824172973632812--0.0018935203552246094--0.0019989013671875--0.0020945072174072266--0.0021996498107910156--0.002310514450073242--0.002427816390991211--0.002557992935180664--0.002720355987548828--0.0029065608978271484--0.0031633377075195312--0.0036203861236572266
64,25018.9,2.4143565784801138,4.080844647956617,4.891854343992291,28.702360210996687,2,solrj,rf2_s1__,11,0.0005860328674316406--0.00104522705078125--0.0012311935424804688--0.0014123916625976562--0.0015766620635986328--0.0017287731170654297--0.0018830299377441406--0.002035856246948242--0.0021657943725585938--0.002310037612915039--0.0024454593658447266--0.0025768280029296875--0.0027196407318115234--0.0028650760650634766--0.003034353256225586--0.0032241344451904297--0.0034439563751220703--0.003719329833984375--0.004107475280761719--0.0048215389251708984
80,28485.8,2.4405078190128977,4.829017127432475,6.188189111104825,25.415100702425327,2,solrj,rf2_s1__,11,0.0006117820739746094--0.0011010169982910156--0.0013246536254882812--0.0014965534210205078--0.0016415119171142578--0.0017828941345214844--0.0019102096557617188--0.0020449161529541016--0.002190113067626953--0.0023262500762939453--0.002454996109008789--0.002595186233520508--0.00274658203125--0.002911806106567383--0.0031032562255859375--0.0033631324768066406--0.0037136077880859375--0.004114389419555664--0.004738807678222656--0.00600743293762207
96,28989.0,2.7331673369115714,5.953382472602689,8.619070053100586,35.62963008880615,2,solrj,rf2_s1__,11,0.0006415843963623047--0.0012311935424804688--0.00151824951171875--0.0017161369323730469--0.0018720626831054688--0.002027273178100586--0.0021872520446777344--0.002328157424926758--0.0024614334106445312--0.0026001930236816406--0.002739429473876953--0.002894878387451172--0.003053426742553711--0.0032384395599365234--0.003452301025390625--0.0037491321563720703--0.0041713714599609375--0.004805564880371094--0.005846738815307617--0.008044242858886719
