parallel_requests,QPS,P50_latency(ms),P90_latency(ms),P95_latency(ms),P99_latency(ms),clustersize,query,rfshards,GROUP,fcts
11,3287.6,2.5681018829345703,3.243255615234375,3.46829891204834,17.413926124572754,2,client,rf2_s1__,11,0.0012080669403076172--0.0016560554504394531--0.0018227100372314453--0.002021312713623047--0.002250194549560547--0.002352476119995117--0.0024538040161132812--0.0025682449340820312--0.002686738967895508--0.002773761749267578--0.002852916717529297--0.002925872802734375--0.003001689910888672--0.0030672550201416016--0.0031430721282958984--0.0032296180725097656--0.0033173561096191406--0.003446340560913086--0.0035920143127441406--0.003860950469970703
1,264.6,2.1963119506835938,2.6311874389648438,2.7136802673339844,2.9773712158203125,2,client,rf2_s1__,11,0.001786947250366211--0.0027008056640625--0.002847909927368164--0.0030608177185058594--0.003232717514038086--0.0035009384155273438--0.003645181655883789--0.00385284423828125--0.003950595855712891--0.0041582584381103516--0.0043926239013671875--0.004562854766845703--0.004639148712158203--0.004741191864013672--0.0048084259033203125--0.004899263381958008--0.004987001419067383--0.005158901214599609--0.0052623748779296875--0.005427360534667969
21,8282.8,2.0807266235351562,2.7607083320617676,3.039848804473877,25.807583332061768,2,client,rf2_s1__,11,0.0008885860443115234--0.0012993812561035156--0.0014460086822509766--0.001631021499633789--0.0017447471618652344--0.0018420219421386719--0.0019137859344482422--0.001993417739868164--0.0020554065704345703--0.002110719680786133--0.002180814743041992--0.002245664596557617--0.002310037612915039--0.0023632049560546875--0.002438068389892578--0.002506732940673828--0.0026171207427978516--0.0027408599853515625--0.002892732620239258--0.0031561851501464844
41,20968.1,3.0117140096776627,4.4465976602890915,5.172420950496898,38.75351302763995,2,client,rf2_s1__,11,0.0007188320159912109--0.0015039443969726562--0.0017464160919189453--0.0019192695617675781--0.0020759105682373047--0.0022187232971191406--0.0023415088653564453--0.0024611949920654297--0.0025987625122070312--0.0027246475219726562--0.002874612808227539--0.0030324459075927734--0.0032041072845458984--0.0033936500549316406--0.0036172866821289062--0.003858804702758789--0.004106044769287109--0.004435539245605469--0.004846334457397461--0.005597352981567383
51,11364.9,3.7431181693563658,5.958377098550602,7.1834204148273075,42.263955486064056,2,client,rf2_s1__,11,0.0007865428924560547--0.0017447471618652344--0.002053976058959961--0.0023140907287597656--0.0025947093963623047--0.002860546112060547--0.0030617713928222656--0.0032536983489990234--0.003448486328125--0.003621339797973633--0.003818511962890625--0.003996133804321289--0.004164934158325195--0.004377126693725586--0.00460052490234375--0.004872798919677734--0.005143880844116211--0.005480527877807617--0.006016731262207031--0.007046222686767578
61,12499.4,3.8747279370417362,8.03650402631916,11.183300956350859,45.28078094857638,2,client,rf2_s1__,11,0.0007944107055664062--0.0017633438110351562--0.0020151138305664062--0.0022649765014648438--0.0025272369384765625--0.0027778148651123047--0.0029916763305664062--0.0032148361206054688--0.0034410953521728516--0.0036809444427490234--0.0039234161376953125--0.004160881042480469--0.004456043243408203--0.004776954650878906--0.005127429962158203--0.005606651306152344--0.0061643123626708984--0.0069696903228759766--0.008075952529907227--0.010215282440185547
71,13040.4,3.879567267189563,9.801542255240427,15.558628968789543,52.1352962708809,2,client,rf2_s1__,11,0.0008966922760009766--0.0017361640930175781--0.0020444393157958984--0.002286195755004883--0.0025115013122558594--0.0027277469635009766--0.0029404163360595703--0.0031664371490478516--0.0033941268920898438--0.003642559051513672--0.003916501998901367--0.004193544387817383--0.0045318603515625--0.005007743835449219--0.005513906478881836--0.006191253662109375--0.007010698318481445--0.008051156997680664--0.009619712829589844--0.013070344924926758
81,13337.4,3.9410531520843506,12.030261754989624,20.208004117012024,54.50547635555267,2,client,rf2_s1__,11,0.0008738040924072266--0.0017960071563720703--0.0021085739135742188--0.0023353099822998047--0.0025420188903808594--0.0027382373809814453--0.002950906753540039--0.0031621456146240234--0.003408193588256836--0.0036554336547851562--0.003940582275390625--0.004308462142944336--0.004743814468383789--0.0052983760833740234--0.006049394607543945--0.0070230960845947266--0.008135557174682617--0.009717226028442383--0.011731624603271484--0.016746044158935547
91,13673.4,4.066189566811363,14.910221099853516,25.938123137086304,56.193975301889274,2,client,rf2_s1__,11,0.0008342266082763672--0.0018541812896728516--0.0021691322326660156--0.0024051666259765625--0.0026044845581054688--0.002797842025756836--0.0030019283294677734--0.003236055374145508--0.0034685134887695312--0.003735065460205078--0.004042625427246094--0.004418373107910156--0.004904508590698242--0.005565643310546875--0.0065152645111083984--0.007790088653564453--0.009360074996948242--0.011434316635131836--0.014496088027954102--0.021651506423950195
