parallel_requests,QPS,P50_latency(ms),P90_latency(ms),P95_latency(ms),P99_latency(ms),clustersize,query,rfshards,GROUP,fcts
112,14391.1,4.029161051699989,20.754849701596978,35.97846784089741,72.373768739533,2,solrj,rf2_s1__,11,0.000904083251953125--0.0018723011016845703--0.002193927764892578--0.002431154251098633--0.002633333206176758--0.0028417110443115234--0.0030333995819091797--0.003242969512939453--0.0034704208374023438--0.0037298202514648438--0.004008769989013672--0.004355430603027344--0.004832267761230469--0.005515575408935547--0.00659632682800293--0.008297443389892578--0.010736227035522461--0.01436758041381836--0.02010941505432129--0.03405952453613281
128,14624.9,4.1489656154926005,26.566219329833984,43.44226030203012,77.95895429757925,2,solrj,rf2_s1__,11,0.0007889270782470703--0.001971006393432617--0.0022602081298828125--0.0024919509887695312--0.0027039051055908203--0.0028896331787109375--0.0030884742736816406--0.003290891647338867--0.0035288333892822266--0.003798961639404297--0.004107236862182617--0.004491090774536133--0.004996776580810547--0.005766630172729492--0.007067680358886719--0.009222745895385742--0.01241612434387207--0.017301559448242188--0.02464580535888672--0.044188499450683594
16,8052.8,1.9084612528483074,2.5164551205105252,2.7833117379082575,27.680198351542156,2,solrj,rf2_s1__,11,0.0007276535034179688--0.0011227130889892578--0.00131988525390625--0.0014753341674804688--0.0015735626220703125--0.0016529560089111328--0.0017304420471191406--0.0018091201782226562--0.001893758773803711--0.001958131790161133--0.0020220279693603516--0.0020852088928222656--0.0021462440490722656--0.002206563949584961--0.002265453338623047--0.0023403167724609375--0.002427816390991211--0.0025277137756347656--0.0026607513427734375--0.002925872802734375
32,10170.1,2.8202183106366325,4.238710683934829,4.84007246354047,46.13644235274371,2,solrj,rf2_s1__,11,0.0007708072662353516--0.001493215560913086--0.001739501953125--0.0019254684448242188--0.002084016799926758--0.0022211074829101562--0.002375364303588867--0.002521038055419922--0.0026595592498779297--0.002789735794067383--0.002919435501098633--0.0030393600463867188--0.0031921863555908203--0.0033235549926757812--0.0034706592559814453--0.0036263465881347656--0.003799915313720703--0.004014492034912109--0.0043261051177978516--0.004896879196166992
48,11394.6,3.670368194580078,6.250605583190918,8.53579044342041,42.98092842102051,2,solrj,rf2_s1__,11,0.0007746219635009766--0.0016634464263916016--0.0019147396087646484--0.0021598339080810547--0.002462148666381836--0.0027179718017578125--0.0029332637786865234--0.0031173229217529297--0.0033273696899414062--0.003522634506225586--0.003731250762939453--0.0039479732513427734--0.0041522979736328125--0.004386186599731445--0.004633903503417969--0.004914760589599609--0.005259037017822266--0.005693912506103516--0.006309032440185547--0.007494688034057617
64,12626.8,3.853064594846783,9.243784528790098,15.080968538920084,48.731312607273914,2,solrj,rf2_s1__,11,0.0008511543273925781--0.0017001628875732422--0.0019664764404296875--0.0022172927856445312--0.002441883087158203--0.002664327621459961--0.002909421920776367--0.0031249523162841797--0.0033512115478515625--0.0036156177520751953--0.003860950469970703--0.004166603088378906--0.00451207160949707--0.004896402359008789--0.005313396453857422--0.005894899368286133--0.006592988967895508--0.007607460021972656--0.009119749069213867--0.012058258056640625
80,13270.8,4.051874323589046,12.906946787020056,22.589852170246402,55.92495639149735,2,solrj,rf2_s1__,11,0.000873565673828125--0.0018317699432373047--0.002134084701538086--0.002366304397583008--0.002590179443359375--0.0027923583984375--0.0030059814453125--0.003220081329345703--0.0034720897674560547--0.0037348270416259766--0.0040471553802490234--0.004422187805175781--0.004906415939331055--0.00549626350402832--0.006294965744018555--0.0072286128997802734--0.008471965789794922--0.010178804397583008--0.012802362442016602--0.018770456314086914
96,14344.0,4.010764919981664,16.264168583616918,29.27339806848643,61.90443768793223,2,solrj,rf2_s1__,11,0.0008759498596191406--0.0018112659454345703--0.0021178722381591797--0.0023508071899414062--0.002543926239013672--0.0027341842651367188--0.0029358863830566406--0.0031549930572509766--0.0033876895904541016--0.0036478042602539062--0.003943920135498047--0.0043179988861083984--0.004857540130615234--0.005570173263549805--0.006576061248779297--0.008079051971435547--0.00976419448852539--0.012197017669677734--0.015761137008666992--0.025490522384643555
