parallel_requests,QPS,P50_latency(ms),P90_latency(ms),P95_latency(ms),P99_latency(ms),clustersize,query,rfshards,GROUP,fcts
112,28478.1,3.1935834048087135,7.389384403563382,11.342301703335947,39.319722275984915,2,solrj,rf2_s1__,11,0.0006504058837890625--0.0014278888702392578--0.0017743110656738281--0.001991748809814453--0.0021820068359375--0.0023632049560546875--0.002531290054321289--0.0027120113372802734--0.0028824806213378906--0.003040313720703125--0.003200531005859375--0.0033822059631347656--0.003568887710571289--0.0037927627563476562--0.004060268402099609--0.004421710968017578--0.00498652458190918--0.00580143928527832--0.007165670394897461--0.010248661041259766
128,27951.3,3.6616252018855167,8.379785831157978,12.464264722970816,40.22341324732854,2,solrj,rf2_s1__,11,0.000720977783203125--0.001718759536743164--0.002103567123413086--0.002374887466430664--0.0026035308837890625--0.0028002262115478516--0.002980470657348633--0.0031528472900390625--0.0033147335052490234--0.003486156463623047--0.0036711692810058594--0.003869295120239258--0.004073619842529297--0.0043182373046875--0.004614830017089844--0.005034685134887695--0.005599021911621094--0.006564617156982422--0.008172988891601562--0.011772632598876953
16,10070.6,1.657565434773763,2.352608574761285,2.576470375061035,7.875098122490777,2,solrj,rf2_s1__,11,0.0006694793701171875--0.0008533000946044922--0.0009484291076660156--0.0010380744934082031--0.0011258125305175781--0.0012104511260986328--0.0013172626495361328--0.0014307498931884766--0.0015444755554199219--0.0016427040100097656--0.001741170883178711--0.0018277168273925781--0.0019085407257080078--0.001988649368286133--0.0020647048950195312--0.0021452903747558594--0.0022280216217041016--0.0023293495178222656--0.002483367919921875--0.0026955604553222656
32,20667.3,1.5787026461432963,2.22928383771111,2.4704512427834904,13.475340955397662,2,solrj,rf2_s1__,11,0.0005824565887451172--0.0007829666137695312--0.0008749961853027344--0.0009596347808837891--0.0010449886322021484--0.0011336803436279297--0.0012195110321044922--0.0013515949249267578--0.00146484375--0.0015501976013183594--0.001613616943359375--0.0016963481903076172--0.001764535903930664--0.0018274784088134766--0.001886129379272461--0.0019567012786865234--0.002046346664428711--0.002148151397705078--0.002285480499267578--0.0025284290313720703
48,21920.8,2.1059465408325195,3.3421754837036133,3.824033737182617,23.80046844482422,2,solrj,rf2_s1__,11,0.0006635189056396484--0.0009844303131103516--0.0011451244354248047--0.0012760162353515625--0.0014312267303466797--0.0015597343444824219--0.0016937255859375--0.0018105506896972656--0.0019228458404541016--0.0020296573638916016--0.0021390914916992188--0.002234220504760742--0.0023305416107177734--0.0024361610412597656--0.002558469772338867--0.0027070045471191406--0.002863168716430664--0.003075838088989258--0.0033686161041259766--0.003845691680908203
64,23375.6,2.606724247787938,4.414179108359597,5.250854925675825,28.97751692569617,2,solrj,rf2_s1__,11,0.0007064342498779297--0.0011386871337890625--0.0013575553894042969--0.0015413761138916016--0.0017054080963134766--0.0018808841705322266--0.0020437240600585938--0.002204418182373047--0.002351522445678711--0.0024895668029785156--0.0026290416717529297--0.0027549266815185547--0.002908945083618164--0.003064870834350586--0.003248929977416992--0.0034530162811279297--0.003694772720336914--0.0039827823638916016--0.004423856735229492--0.005186319351196289
80,25327.5,2.7312185706161873,5.575592924908894,7.602537550577304,33.747196197509766,2,solrj,rf2_s1__,11,0.0006647109985351562--0.0011935234069824219--0.0014433860778808594--0.0016460418701171875--0.001817464828491211--0.0019731521606445312--0.002132415771484375--0.0022797584533691406--0.002445220947265625--0.002597808837890625--0.0027506351470947266--0.002900838851928711--0.0030717849731445312--0.0032694339752197266--0.0034847259521484375--0.003771066665649414--0.004144430160522461--0.0047032833099365234--0.005530357360839844--0.007264375686645508
96,27765.2,2.857393147994061,6.263034684317453,8.832615249010981,34.750897057202394,2,solrj,rf2_s1__,11,0.0006566047668457031--0.0013153553009033203--0.0016033649444580078--0.0018086433410644531--0.0019762516021728516--0.0021283626556396484--0.002271413803100586--0.002417325973510742--0.002562999725341797--0.002717256546020508--0.0028624534606933594--0.0030231475830078125--0.003197908401489258--0.003411531448364258--0.0036611557006835938--0.003968715667724609--0.004422903060913086--0.00505828857421875--0.006098747253417969--0.008438587188720703
